sale_id,event_id,customer_id,reseller_id,sale_date,ticket_type,quantity,unit_price,discount_amount,gross_revenue,net_revenue,payment_status,created_at,updated_at
968,15,265,8,2024-07-16,VIP,2,180.0,18.0,360.0,342.0,Refunded,2024-07-16T00:00:00,2024-07-17T00:00:00
969,22,199,,2024-08-11,Premium,3,300.0,135.0,900.0,765.0,Paid,2024-08-11T00:00:00,2024-08-15T00:00:00
970,39,8,1,2025-01-10,Premium,2,240.0,72.0,480.0,408.0,Paid,2025-01-10T00:00:00,2025-01-14T00:00:00
971,56,161,7,2024-04-06,Premium,1,55.0,0.0,55.0,55.0,Paid,2024-04-06T00:00:00,2024-04-07T00:00:00
972,5,37,1,2024-11-23,Premium,5,100.0,50.0,500.0,450.0,Refunded,2024-11-23T00:00:00,2024-11-25T00:00:00
973,31,250,9,2024-08-01,Standard,4,45.0,0.0,180.0,180.0,Paid,2024-08-01T00:00:00,2024-08-03T00:00:00
974,26,263,5,2024-08-03,VIP,5,67.5,50.62,337.5,286.88,Paid,2024-08-03T00:00:00,2024-08-03T00:00:00
975,44,22,10,2024-10-16,Standard,5,55.0,27.5,275.0,247.5,Paid,2024-10-16T00:00:00,2024-10-21T00:00:00
976,53,193,4,2024-08-11,Premium,1,135.0,0.0,135.0,135.0,Pending,2024-08-11T00:00:00,2024-08-14T00:00:00
977,55,48,10,2024-12-11,VIP,2,165.0,49.5,330.0,280.5,Refunded,2024-12-11T00:00:00,2024-12-14T00:00:00
978,42,56,2,2024-09-09,Early Bird,4,40.0,0.0,160.0,160.0,Refunded,2024-09-09T00:00:00,2024-09-10T00:00:00
979,26,249,9,2024-08-13,Premium,1,75.0,7.5,75.0,67.5,Refunded,2024-08-13T00:00:00,2024-08-13T00:00:00
980,18,75,7,2024-08-23,Premium,1,120.0,6.0,120.0,114.0,Paid,2024-08-23T00:00:00,2024-08-27T00:00:00
981,3,243,6,2024-10-12,Premium,4,120.0,48.0,480.0,432.0,Paid,2024-10-12T00:00:00,2024-10-13T00:00:00
982,56,91,10,2024-07-15,Standard,4,50.0,20.0,200.0,180.0,Paid,2024-07-15T00:00:00,2024-07-15T00:00:00
983,18,269,6,2024-08-30,Premium,1,100.0,15.0,100.0,85.0,Paid,2024-08-30T00:00:00,2024-08-31T00:00:00
984,54,85,4,2025-01-12,Premium,1,220.0,22.0,220.0,198.0,Paid,2025-01-12T00:00:00,2025-01-15T00:00:00
985,31,293,5,2024-07-04,Early Bird,5,45.0,33.75,225.0,191.25,Paid,2024-07-04T00:00:00,2024-07-08T00:00:00
986,51,297,10,2024-03-28,Premium,5,90.0,0.0,450.0,450.0,Paid,2024-03-28T00:00:00,2024-04-02T00:00:00
987,53,76,7,2024-07-20,Early Bird,3,120.0,18.0,360.0,342.0,Paid,2024-07-20T00:00:00,2024-07-20T00:00:00
988,51,65,7,2024-04-25,Early Bird,4,100.0,0.0,400.0,400.0,Pending,2024-04-25T00:00:00,2024-04-25T00:00:00
989,3,194,9,2024-11-30,Premium,2,165.0,16.5,330.0,313.5,Paid,2024-11-30T00:00:00,2024-12-01T00:00:00
990,13,9,5,2024-10-25,VIP,5,80.0,40.0,400.0,360.0,Paid,2024-10-25T00:00:00,2024-10-29T00:00:00
991,53,211,6,2024-07-02,VIP,1,165.0,24.75,165.0,140.25,Paid,2024-07-02T00:00:00,2024-07-06T00:00:00
992,28,220,7,2024-06-24,VIP,3,160.0,24.0,480.0,456.0,Paid,2024-06-24T00:00:00,2024-06-28T00:00:00
993,39,224,4,2024-12-30,VIP,5,220.0,165.0,1100.0,935.0,Pending,2024-12-30T00:00:00,2024-12-30T00:00:00
994,6,211,9,2024-08-24,Standard,1,40.0,0.0,40.0,40.0,Refunded,2024-08-24T00:00:00,2024-08-29T00:00:00
995,49,298,8,2024-11-02,Standard,5,80.0,60.0,400.0,340.0,Paid,2024-11-02T00:00:00,2024-11-05T00:00:00
996,14,101,1,2024-06-11,Early Bird,4,60.0,36.0,240.0,204.0,Paid,2024-06-11T00:00:00,2024-06-13T00:00:00
997,51,192,,2024-03-26,Premium,4,110.0,66.0,440.0,374.0,Pending,2024-03-26T00:00:00,2024-03-28T00:00:00
998,18,124,10,2024-06-30,Standard,3,100.0,45.0,300.0,255.0,Refunded,2024-06-30T00:00:00,2024-06-30T00:00:00
999,1,88,5,2024-10-06,Early Bird,2,75.0,15.0,150.0,135.0,Paid,2024-10-06T00:00:00,2024-10-10T00:00:00
1000,26,220,9,2024-08-31,Premium,5,82.5,0.0,412.5,412.5,Refunded,2024-08-31T00:00:00,2024-09-05T00:00:00
1001,12,119,6,2024-12-17,Standard,3,180.0,27.0,540.0,513.0,Paid,2024-12-17T00:00:00,2024-12-21T00:00:00
1002,8,82,8,2024-10-27,VIP,5,220.0,110.0,1100.0,990.0,Paid,2024-10-27T00:00:00,2024-10-27T00:00:00
1003,6,279,,2024-12-02,Standard,4,40.0,8.0,160.0,152.0,Pending,2024-12-02T00:00:00,2024-12-05T00:00:00
1004,2,123,2,2024-06-09,Premium,2,82.5,16.5,165.0,148.5,Paid,2024-06-09T00:00:00,2024-06-10T00:00:00
1005,35,27,10,2024-11-08,VIP,2,55.0,11.0,110.0,99.0,Paid,2024-11-08T00:00:00,2024-11-09T00:00:00
1006,41,63,7,2024-08-28,Standard,5,80.0,0.0,400.0,400.0,Paid,2024-08-28T00:00:00,2024-08-30T00:00:00
1007,17,186,7,2024-10-08,Premium,2,60.0,0.0,120.0,120.0,Refunded,2024-10-08T00:00:00,2024-10-08T00:00:00
1008,32,40,7,2024-07-31,Premium,1,165.0,0.0,165.0,165.0,Refunded,2024-07-31T00:00:00,2024-08-03T00:00:00
1009,57,6,4,2024-11-10,Premium,4,67.5,13.5,270.0,256.5,Pending,2024-11-10T00:00:00,2024-11-15T00:00:00
1010,39,248,5,2024-10-02,Standard,1,160.0,16.0,160.0,144.0,Paid,2024-10-02T00:00:00,2024-10-06T00:00:00
1011,48,12,8,2024-06-07,Premium,1,90.0,0.0,90.0,90.0,Paid,2024-06-07T00:00:00,2024-06-09T00:00:00
1012,8,113,2,2024-09-22,Standard,2,160.0,32.0,320.0,288.0,Paid,2024-09-22T00:00:00,2024-09-24T00:00:00
1013,18,151,8,2024-08-20,Early Bird,2,80.0,16.0,160.0,144.0,Refunded,2024-08-20T00:00:00,2024-08-23T00:00:00
1014,33,144,3,2024-06-16,Early Bird,2,50.0,5.0,100.0,95.0,Paid,2024-06-16T00:00:00,2024-06-20T00:00:00
1015,51,250,3,2024-04-13,Early Bird,5,100.0,25.0,500.0,475.0,Refunded,2024-04-13T00:00:00,2024-04-16T00:00:00
1016,39,197,9,2024-10-16,Early Bird,3,200.0,0.0,600.0,600.0,Paid,2024-10-16T00:00:00,2024-10-20T00:00:00
1017,23,262,,2024-11-19,VIP,1,110.0,5.5,110.0,104.5,Pending,2024-11-19T00:00:00,2024-11-22T00:00:00
1018,19,59,,2024-10-29,Premium,5,100.0,75.0,500.0,425.0,Paid,2024-10-29T00:00:00,2024-11-01T00:00:00
1019,51,191,3,2024-06-27,VIP,3,90.0,0.0,270.0,270.0,Paid,2024-06-27T00:00:00,2024-06-29T00:00:00
1020,8,239,3,2025-01-14,VIP,3,160.0,48.0,480.0,432.0,Paid,2025-01-14T00:00:00,2025-01-18T00:00:00
1021,5,112,8,2024-11-09,Standard,3,120.0,18.0,360.0,342.0,Pending,2024-11-09T00:00:00,2024-11-11T00:00:00
1022,46,223,10,2024-11-07,VIP,1,120.0,18.0,120.0,102.0,Paid,2024-11-07T00:00:00,2024-11-08T00:00:00
1023,13,216,4,2025-01-13,Standard,4,110.0,0.0,440.0,440.0,Paid,2025-01-13T00:00:00,2025-01-16T00:00:00
1024,11,296,3,2024-10-25,Standard,3,300.0,135.0,900.0,765.0,Paid,2024-10-25T00:00:00,2024-10-25T00:00:00
1025,42,68,4,2024-08-08,Early Bird,5,40.0,30.0,200.0,170.0,Paid,2024-08-08T00:00:00,2024-08-12T00:00:00
1026,59,241,1,2024-09-03,Standard,1,150.0,0.0,150.0,150.0,Refunded,2024-09-03T00:00:00,2024-09-08T00:00:00
1027,20,285,1,2024-11-15,VIP,3,100.0,45.0,300.0,255.0,Refunded,2024-11-15T00:00:00,2024-11-19T00:00:00
1028,4,63,10,2024-05-21,VIP,3,165.0,74.25,495.0,420.75,Pending,2024-05-21T00:00:00,2024-05-21T00:00:00
1029,2,166,1,2024-08-15,Early Bird,1,60.0,3.0,60.0,57.0,Paid,2024-08-15T00:00:00,2024-08-16T00:00:00
1030,6,133,,2024-11-11,Standard,3,60.0,0.0,180.0,180.0,Paid,2024-11-11T00:00:00,2024-11-11T00:00:00
1031,20,88,4,2024-12-11,Premium,3,100.0,45.0,300.0,255.0,Pending,2024-12-11T00:00:00,2024-12-14T00:00:00
1032,8,229,10,2024-12-30,Standard,3,180.0,81.0,540.0,459.0,Pending,2024-12-30T00:00:00,2025-01-03T00:00:00
1033,16,248,5,2024-07-09,Premium,4,55.0,22.0,220.0,198.0,Paid,2024-07-09T00:00:00,2024-07-11T00:00:00
1034,50,106,10,2024-11-17,Standard,1,50.0,2.5,50.0,47.5,Paid,2024-11-17T00:00:00,2024-11-20T00:00:00
1035,4,97,6,2024-06-13,Early Bird,1,135.0,20.25,135.0,114.75,Paid,2024-06-13T00:00:00,2024-06-15T00:00:00
1036,14,233,4,2024-03-27,Premium,5,60.0,30.0,300.0,270.0,Pending,2024-03-27T00:00:00,2024-03-27T00:00:00
1037,59,263,7,2024-10-24,Premium,2,150.0,45.0,300.0,255.0,Refunded,2024-10-24T00:00:00,2024-10-25T00:00:00
1038,5,53,9,2024-11-23,Premium,4,90.0,36.0,360.0,324.0,Refunded,2024-11-23T00:00:00,2024-11-23T00:00:00
1039,48,137,2,2024-06-25,Standard,2,80.0,24.0,160.0,136.0,Refunded,2024-06-25T00:00:00,2024-06-30T00:00:00
1040,34,44,8,2024-08-13,VIP,3,75.0,0.0,225.0,225.0,Refunded,2024-08-13T00:00:00,2024-08-14T00:00:00
1041,10,226,,2024-06-30,VIP,5,275.0,137.5,1375.0,1237.5,Paid,2024-06-30T00:00:00,2024-06-30T00:00:00
1042,4,97,4,2024-04-18,Early Bird,4,165.0,33.0,660.0,627.0,Paid,2024-04-18T00:00:00,2024-04-22T00:00:00
1043,18,26,1,2024-08-14,Premium,5,110.0,82.5,550.0,467.5,Paid,2024-08-14T00:00:00,2024-08-15T00:00:00
1044,8,34,3,2025-01-09,Standard,1,240.0,24.0,240.0,216.0,Paid,2025-01-09T00:00:00,2025-01-10T00:00:00
1045,57,113,1,2024-10-02,VIP,4,82.5,49.5,330.0,280.5,Refunded,2024-10-02T00:00:00,2024-10-03T00:00:00
1046,11,148,9,2024-10-01,Standard,2,250.0,50.0,500.0,450.0,Paid,2024-10-01T00:00:00,2024-10-02T00:00:00
1047,33,88,3,2024-04-12,VIP,5,55.0,27.5,275.0,247.5,Paid,2024-04-12T00:00:00,2024-04-13T00:00:00
1048,12,243,10,2024-12-26,Early Bird,4,135.0,0.0,540.0,540.0,Paid,2024-12-26T00:00:00,2024-12-26T00:00:00
1049,12,181,9,2025-01-04,Early Bird,1,135.0,0.0,135.0,135.0,Pending,2025-01-04T00:00:00,2025-01-04T00:00:00
1050,32,9,,2024-07-21,VIP,2,165.0,0.0,330.0,330.0,Paid,2024-07-21T00:00:00,2024-07-25T00:00:00
1051,33,172,4,2024-07-16,Early Bird,2,40.0,0.0,80.0,80.0,Refunded,2024-07-16T00:00:00,2024-07-21T00:00:00
1052,23,235,5,2024-10-28,Standard,3,110.0,33.0,330.0,297.0,Paid,2024-10-28T00:00:00,2024-10-30T00:00:00
1053,46,139,1,2024-12-12,Standard,5,120.0,90.0,600.0,510.0,Paid,2024-12-12T00:00:00,2024-12-15T00:00:00
1054,55,126,,2024-11-22,Early Bird,2,150.0,45.0,300.0,255.0,Paid,2024-11-22T00:00:00,2024-11-23T00:00:00
1055,48,279,4,2024-06-28,Early Bird,2,110.0,0.0,220.0,220.0,Pending,2024-06-28T00:00:00,2024-06-29T00:00:00
1056,17,214,9,2024-10-06,VIP,3,75.0,33.75,225.0,191.25,Paid,2024-10-06T00:00:00,2024-10-07T00:00:00
1057,3,233,6,2024-10-14,VIP,5,150.0,0.0,750.0,750.0,Paid,2024-10-14T00:00:00,2024-10-14T00:00:00
1058,1,149,8,2024-08-07,Premium,2,82.5,8.25,165.0,156.75,Paid,2024-08-07T00:00:00,2024-08-10T00:00:00
1059,19,112,,2025-01-06,VIP,3,80.0,36.0,240.0,204.0,Pending,2025-01-06T00:00:00,2025-01-06T00:00:00
1060,4,1,5,2024-05-09,Standard,3,120.0,54.0,360.0,306.0,Paid,2024-05-09T00:00:00,2024-05-10T00:00:00
1061,23,139,1,2024-09-15,Premium,3,120.0,18.0,360.0,342.0,Paid,2024-09-15T00:00:00,2024-09-18T00:00:00
1062,38,243,,2024-06-21,VIP,1,75.0,3.75,75.0,71.25,Paid,2024-06-21T00:00:00,2024-06-26T00:00:00
1063,41,155,4,2024-07-12,VIP,4,110.0,0.0,440.0,440.0,Paid,2024-07-12T00:00:00,2024-07-16T00:00:00
1064,28,103,10,2024-06-04,VIP,3,240.0,36.0,720.0,684.0,Paid,2024-06-04T00:00:00,2024-06-07T00:00:00
1065,36,291,4,2025-01-03,Early Bird,3,200.0,0.0,600.0,600.0,Pending,2025-01-03T00:00:00,2025-01-04T00:00:00
1066,25,227,8,2024-04-10,VIP,4,160.0,32.0,640.0,608.0,Pending,2024-04-10T00:00:00,2024-04-15T00:00:00
1067,46,216,7,2024-12-09,Early Bird,4,100.0,60.0,400.0,340.0,Refunded,2024-12-09T00:00:00,2024-12-09T00:00:00
1068,59,155,2,2024-08-30,Premium,1,165.0,0.0,165.0,165.0,Pending,2024-08-30T00:00:00,2024-09-03T00:00:00
1069,24,202,,2024-09-01,Premium,5,90.0,45.0,450.0,405.0,Refunded,2024-09-01T00:00:00,2024-09-06T00:00:00
1070,1,29,1,2024-08-11,VIP,5,82.5,0.0,412.5,412.5,Paid,2024-08-11T00:00:00,2024-08-13T00:00:00
1071,39,32,5,2025-01-07,Standard,3,240.0,108.0,720.0,612.0,Pending,2025-01-07T00:00:00,2025-01-12T00:00:00
1072,33,254,8,2024-05-04,Premium,1,45.0,2.25,45.0,42.75,Paid,2024-05-04T00:00:00,2024-05-09T00:00:00
1073,41,249,,2024-05-13,Premium,2,100.0,20.0,200.0,180.0,Paid,2024-05-13T00:00:00,2024-05-13T00:00:00
1074,1,105,3,2024-09-20,Standard,5,60.0,0.0,300.0,300.0,Refunded,2024-09-20T00:00:00,2024-09-20T00:00:00
1075,54,154,1,2024-11-15,Early Bird,4,220.0,0.0,880.0,880.0,Refunded,2024-11-15T00:00:00,2024-11-16T00:00:00
1076,53,64,10,2024-09-21,Early Bird,5,150.0,112.5,750.0,637.5,Paid,2024-09-21T00:00:00,2024-09-26T00:00:00
1077,2,280,8,2024-08-20,Premium,2,67.5,6.75,135.0,128.25,Refunded,2024-08-20T00:00:00,2024-08-23T00:00:00
1078,19,141,5,2024-12-08,Early Bird,1,120.0,18.0,120.0,102.0,Refunded,2024-12-08T00:00:00,2024-12-13T00:00:00
1079,52,15,2,2024-09-08,VIP,4,165.0,99.0,660.0,561.0,Refunded,2024-09-08T00:00:00,2024-09-08T00:00:00
1080,37,228,,2024-06-01,Standard,1,300.0,30.0,300.0,270.0,Paid,2024-06-01T00:00:00,2024-06-02T00:00:00
1081,30,184,2,2024-09-25,Premium,4,200.0,0.0,800.0,800.0,Paid,2024-09-25T00:00:00,2024-09-30T00:00:00
1082,34,78,10,2024-08-21,VIP,5,60.0,15.0,300.0,285.0,Pending,2024-08-21T00:00:00,2024-08-23T00:00:00
1083,30,35,6,2024-10-16,Early Bird,2,200.0,40.0,400.0,360.0,Refunded,2024-10-16T00:00:00,2024-10-19T00:00:00
1084,39,166,2,2024-10-27,VIP,2,240.0,48.0,480.0,432.0,Pending,2024-10-27T00:00:00,2024-10-31T00:00:00
1085,54,119,2,2024-11-28,Standard,1,160.0,0.0,160.0,160.0,Paid,2024-11-28T00:00:00,2024-12-01T00:00:00
1086,60,54,3,2024-06-17,Premium,4,150.0,30.0,600.0,570.0,Refunded,2024-06-17T00:00:00,2024-06-20T00:00:00
1087,60,20,1,2024-09-03,Standard,1,180.0,18.0,180.0,162.0,Refunded,2024-09-03T00:00:00,2024-09-05T00:00:00
1088,39,231,1,2024-10-31,Early Bird,1,180.0,18.0,180.0,162.0,Paid,2024-10-31T00:00:00,2024-11-05T00:00:00
1089,37,225,7,2024-05-10,VIP,2,225.0,45.0,450.0,405.0,Paid,2024-05-10T00:00:00,2024-05-11T00:00:00
1090,48,299,1,2024-06-19,Standard,4,120.0,24.0,480.0,456.0,Paid,2024-06-19T00:00:00,2024-06-20T00:00:00
1091,3,291,6,2024-09-15,Standard,2,120.0,24.0,240.0,216.0,Paid,2024-09-15T00:00:00,2024-09-16T00:00:00
1092,44,293,3,2024-09-05,Early Bird,5,55.0,13.75,275.0,261.25,Pending,2024-09-05T00:00:00,2024-09-07T00:00:00
1093,23,219,7,2024-10-18,Early Bird,5,90.0,0.0,450.0,450.0,Paid,2024-10-18T00:00:00,2024-10-22T00:00:00
1094,6,256,1,2024-11-19,Premium,5,50.0,0.0,250.0,250.0,Paid,2024-11-19T00:00:00,2024-11-23T00:00:00
1095,35,200,4,2025-01-12,VIP,1,45.0,4.5,45.0,40.5,Paid,2025-01-12T00:00:00,2025-01-13T00:00:00
1096,19,257,8,2025-01-05,VIP,5,120.0,30.0,600.0,570.0,Refunded,2025-01-05T00:00:00,2025-01-09T00:00:00
1097,4,16,4,2024-05-02,Standard,1,180.0,27.0,180.0,153.0,Paid,2024-05-02T00:00:00,2024-05-05T00:00:00
1098,17,281,3,2025-01-05,VIP,3,60.0,9.0,180.0,171.0,Paid,2025-01-05T00:00:00,2025-01-06T00:00:00
1099,32,37,5,2024-10-31,Early Bird,5,180.0,0.0,900.0,900.0,Pending,2024-10-31T00:00:00,2024-11-05T00:00:00
1100,40,139,2,2024-07-13,Standard,1,60.0,9.0,60.0,51.0,Paid,2024-07-13T00:00:00,2024-07-13T00:00:00
1101,32,156,7,2024-09-06,Premium,2,150.0,45.0,300.0,255.0,Paid,2024-09-06T00:00:00,2024-09-06T00:00:00
1102,2,10,10,2024-06-05,Early Bird,2,90.0,27.0,180.0,153.0,Paid,2024-06-05T00:00:00,2024-06-08T00:00:00
1103,50,71,8,2024-11-06,Standard,2,55.0,16.5,110.0,93.5,Refunded,2024-11-06T00:00:00,2024-11-06T00:00:00
1104,58,224,5,2024-07-23,Standard,3,250.0,37.5,750.0,712.5,Paid,2024-07-23T00:00:00,2024-07-24T00:00:00
1105,6,291,8,2024-09-21,Standard,1,45.0,6.75,45.0,38.25,Paid,2024-09-21T00:00:00,2024-09-26T00:00:00
1106,16,225,2,2024-06-08,Premium,1,40.0,0.0,40.0,40.0,Paid,2024-06-08T00:00:00,2024-06-08T00:00:00
1107,21,204,2,2024-11-02,Early Bird,5,180.0,90.0,900.0,810.0,Paid,2024-11-02T00:00:00,2024-11-07T00:00:00
1108,5,183,7,2024-12-19,Premium,3,120.0,18.0,360.0,342.0,Refunded,2024-12-19T00:00:00,2024-12-24T00:00:00
1109,20,137,8,2024-11-04,VIP,5,100.0,25.0,500.0,475.0,Pending,2024-11-04T00:00:00,2024-11-08T00:00:00
1110,7,41,4,2024-11-21,Premium,3,110.0,49.5,330.0,280.5,Paid,2024-11-21T00:00:00,2024-11-25T00:00:00
1111,15,73,5,2024-09-28,Standard,5,180.0,0.0,900.0,900.0,Paid,2024-09-28T00:00:00,2024-10-03T00:00:00
1112,29,18,7,2024-11-01,VIP,4,120.0,0.0,480.0,480.0,Paid,2024-11-01T00:00:00,2024-11-05T00:00:00
1113,25,197,9,2024-06-11,Early Bird,1,160.0,16.0,160.0,144.0,Paid,2024-06-11T00:00:00,2024-06-14T00:00:00
1114,25,95,6,2024-05-24,Early Bird,1,180.0,9.0,180.0,171.0,Pending,2024-05-24T00:00:00,2024-05-24T00:00:00
1115,43,173,,2024-08-25,VIP,1,90.0,9.0,90.0,81.0,Pending,2024-08-25T00:00:00,2024-08-26T00:00:00
1116,49,30,6,2025-01-17,Standard,3,120.0,54.0,360.0,306.0,Pending,2025-01-17T00:00:00,2025-01-20T00:00:00
1117,47,294,6,2024-09-21,VIP,3,240.0,108.0,720.0,612.0,Paid,2024-09-21T00:00:00,2024-09-24T00:00:00
1118,30,141,4,2024-10-12,Standard,2,180.0,0.0,360.0,360.0,Paid,2024-10-12T00:00:00,2024-10-16T00:00:00
1119,19,141,9,2024-12-02,VIP,5,110.0,0.0,550.0,550.0,Paid,2024-12-02T00:00:00,2024-12-07T00:00:00
1120,17,292,4,2024-10-22,VIP,5,60.0,0.0,300.0,300.0,Paid,2024-10-22T00:00:00,2024-10-23T00:00:00
1121,29,19,7,2024-11-25,VIP,1,165.0,0.0,165.0,165.0,Refunded,2024-11-25T00:00:00,2024-11-30T00:00:00
1122,55,41,9,2024-10-10,VIP,2,165.0,0.0,330.0,330.0,Pending,2024-10-10T00:00:00,2024-10-14T00:00:00
1123,21,133,4,2024-12-08,Early Bird,4,180.0,72.0,720.0,648.0,Paid,2024-12-08T00:00:00,2024-12-09T00:00:00
1124,41,59,3,2024-08-08,Standard,2,120.0,0.0,240.0,240.0,Paid,2024-08-08T00:00:00,2024-08-13T00:00:00
1125,33,284,,2024-04-18,Premium,4,60.0,24.0,240.0,216.0,Paid,2024-04-18T00:00:00,2024-04-23T00:00:00
1126,17,121,9,2024-12-29,VIP,1,75.0,0.0,75.0,75.0,Paid,2024-12-29T00:00:00,2024-12-29T00:00:00
1127,33,105,3,2024-06-11,VIP,1,60.0,0.0,60.0,60.0,Pending,2024-06-11T00:00:00,2024-06-13T00:00:00
1128,54,74,4,2024-10-05,Standard,4,160.0,96.0,640.0,544.0,Paid,2024-10-05T00:00:00,2024-10-09T00:00:00
1129,51,151,7,2024-06-04,Standard,3,110.0,33.0,330.0,297.0,Paid,2024-06-04T00:00:00,2024-06-06T00:00:00
1130,3,109,1,2024-11-20,VIP,2,180.0,0.0,360.0,360.0,Pending,2024-11-20T00:00:00,2024-11-25T00:00:00
1131,50,194,3,2024-09-21,Standard,5,60.0,30.0,300.0,270.0,Paid,2024-09-21T00:00:00,2024-09-24T00:00:00
1132,49,258,9,2024-10-29,Early Bird,1,80.0,4.0,80.0,76.0,Pending,2024-10-29T00:00:00,2024-11-03T00:00:00
1133,8,269,10,2024-09-29,Early Bird,5,160.0,120.0,800.0,680.0,Paid,2024-09-29T00:00:00,2024-10-01T00:00:00
1134,13,125,5,2024-10-04,VIP,5,100.0,25.0,500.0,475.0,Paid,2024-10-04T00:00:00,2024-10-07T00:00:00
1135,21,186,6,2024-09-12,Standard,1,180.0,27.0,180.0,153.0,Paid,2024-09-12T00:00:00,2024-09-16T00:00:00
1136,33,215,7,2024-07-28,Premium,3,55.0,8.25,165.0,156.75,Pending,2024-07-28T00:00:00,2024-07-29T00:00:00
1137,60,134,9,2024-07-05,VIP,2,165.0,16.5,330.0,313.5,Paid,2024-07-05T00:00:00,2024-07-07T00:00:00
1138,8,254,9,2025-01-05,Premium,4,220.0,44.0,880.0,836.0,Paid,2025-01-05T00:00:00,2025-01-08T00:00:00
1139,1,241,8,2024-09-18,Standard,1,82.5,8.25,82.5,74.25,Paid,2024-09-18T00:00:00,2024-09-18T00:00:00
1140,54,264,2,2024-11-24,Early Bird,1,180.0,0.0,180.0,180.0,Refunded,2024-11-24T00:00:00,2024-11-26T00:00:00
1141,9,173,1,2024-11-24,VIP,5,45.0,22.5,225.0,202.5,Pending,2024-11-24T00:00:00,2024-11-28T00:00:00
1142,40,210,7,2024-10-26,Early Bird,1,40.0,4.0,40.0,36.0,Refunded,2024-10-26T00:00:00,2024-10-28T00:00:00
1143,49,4,2,2024-11-20,VIP,2,90.0,0.0,180.0,180.0,Refunded,2024-11-20T00:00:00,2024-11-23T00:00:00
1144,21,119,1,2024-10-21,VIP,2,240.0,48.0,480.0,432.0,Refunded,2024-10-21T00:00:00,2024-10-23T00:00:00
1145,4,166,4,2024-04-29,Early Bird,5,180.0,135.0,900.0,765.0,Paid,2024-04-29T00:00:00,2024-04-30T00:00:00
1146,10,161,9,2024-08-14,Standard,2,275.0,55.0,550.0,495.0,Paid,2024-08-14T00:00:00,2024-08-16T00:00:00
1147,11,115,7,2024-12-25,Premium,3,250.0,112.5,750.0,637.5,Paid,2024-12-25T00:00:00,2024-12-27T00:00:00
1148,39,50,2,2024-10-15,Premium,1,180.0,18.0,180.0,162.0,Pending,2024-10-15T00:00:00,2024-10-19T00:00:00
1149,49,276,8,2024-12-30,Premium,1,120.0,0.0,120.0,120.0,Paid,2024-12-30T00:00:00,2025-01-02T00:00:00
1150,54,293,4,2024-10-05,Early Bird,1,200.0,10.0,200.0,190.0,Refunded,2024-10-05T00:00:00,2024-10-09T00:00:00
1151,9,228,1,2024-09-30,Early Bird,4,50.0,0.0,200.0,200.0,Refunded,2024-09-30T00:00:00,2024-10-02T00:00:00
1152,6,41,5,2024-08-17,Premium,2,50.0,0.0,100.0,100.0,Paid,2024-08-17T00:00:00,2024-08-19T00:00:00
1153,11,263,10,2024-11-06,Standard,3,250.0,112.5,750.0,637.5,Paid,2024-11-06T00:00:00,2024-11-06T00:00:00
1154,28,19,8,2024-08-17,Standard,5,200.0,50.0,1000.0,950.0,Paid,2024-08-17T00:00:00,2024-08-18T00:00:00
1155,38,78,7,2024-08-29,Early Bird,2,67.5,13.5,135.0,121.5,Paid,2024-08-29T00:00:00,2024-09-03T00:00:00
1156,32,110,8,2024-10-04,Standard,2,135.0,0.0,270.0,270.0,Refunded,2024-10-04T00:00:00,2024-10-04T00:00:00
1157,32,215,,2024-08-30,VIP,5,135.0,33.75,675.0,641.25,Pending,2024-08-30T00:00:00,2024-09-02T00:00:00
1158,41,93,8,2024-06-17,VIP,2,100.0,30.0,200.0,170.0,Paid,2024-06-17T00:00:00,2024-06-19T00:00:00
1159,43,247,8,2024-08-02,VIP,4,82.5,33.0,330.0,297.0,Paid,2024-08-02T00:00:00,2024-08-03T00:00:00
1160,8,127,5,2024-09-25,Early Bird,3,220.0,99.0,660.0,561.0,Paid,2024-09-25T00:00:00,2024-09-26T00:00:00
1161,30,248,2,2024-12-06,Early Bird,1,200.0,30.0,200.0,170.0,Pending,2024-12-06T00:00:00,2024-12-09T00:00:00
1162,44,111,8,2024-11-07,Early Bird,1,50.0,5.0,50.0,45.0,Paid,2024-11-07T00:00:00,2024-11-11T00:00:00
1163,50,227,6,2024-11-13,Early Bird,3,50.0,22.5,150.0,127.5,Refunded,2024-11-13T00:00:00,2024-11-15T00:00:00
1164,59,24,5,2024-11-03,VIP,3,165.0,24.75,495.0,470.25,Refunded,2024-11-03T00:00:00,2024-11-06T00:00:00
1165,15,57,10,2024-08-25,VIP,2,240.0,24.0,480.0,456.0,Paid,2024-08-25T00:00:00,2024-08-29T00:00:00
1166,35,181,5,2025-02-21,Standard,1,55.0,0.0,55.0,55.0,Paid,2025-02-21T00:00:00,2025-02-25T00:00:00
1167,14,203,8,2024-05-24,Premium,5,45.0,11.25,225.0,213.75,Paid,2024-05-24T00:00:00,2024-05-25T00:00:00
1168,59,128,8,2024-09-23,Standard,3,165.0,24.75,495.0,470.25,Paid,2024-09-23T00:00:00,2024-09-23T00:00:00
1169,49,22,7,2024-11-14,Premium,1,120.0,18.0,120.0,102.0,Paid,2024-11-14T00:00:00,2024-11-16T00:00:00
1170,2,194,1,2024-08-14,Early Bird,2,60.0,12.0,120.0,108.0,Paid,2024-08-14T00:00:00,2024-08-19T00:00:00
